admin_area_1,admin_area_2,year,indicator_id,indicator_common_id,indicator_type,survey_value,source,source_detail,survey_type
Guinea,NATIONAL,2019,DM_POP_TOT,poptot,population_estimate,13034346,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Guinea,NATIONAL,2020,DM_POP_TOT,poptot,population_estimate,13371183,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Guinea,NATIONAL,2021,DM_POP_TOT,poptot,population_estimate,13710513,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Guinea,NATIONAL,2022,DM_POP_TOT,poptot,population_estimate,14055137,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Guinea,NATIONAL,2023,DM_POP_TOT,poptot,population_estimate,14405468,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Guinea,NATIONAL,2010,DM_POP_U5,popu5,population_estimate,1764232,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Guinea,NATIONAL,2011,DM_POP_U5,popu5,population_estimate,1802615,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Guinea,NATIONAL,2012,DM_POP_U5,popu5,population_estimate,1838459,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Guinea,NATIONAL,2013,DM_POP_U5,popu5,population_estimate,1872226,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Guinea,NATIONAL,2014,DM_POP_U5,popu5,population_estimate,1904743,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Guinea,NATIONAL,2015,DM_POP_U5,popu5,population_estimate,1937143,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Guinea,NATIONAL,2016,DM_POP_U5,popu5,population_estimate,1971213,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Guinea,NATIONAL,2017,DM_POP_U5,popu5,population_estimate,2006297,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Guinea,NATIONAL,2018,DM_POP_U5,popu5,population_estimate,2040352,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Guinea,NATIONAL,2019,DM_POP_U5,popu5,population_estimate,2073694,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Guinea,NATIONAL,2020,DM_POP_U5,popu5,population_estimate,2106496,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Guinea,NATIONAL,2021,DM_POP_U5,popu5,population_estimate,2137360,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Guinea,NATIONAL,2022,DM_POP_U5,popu5,population_estimate,2166367,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Guinea,NATIONAL,2023,DM_POP_U5,popu5,population_estimate,2194570,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2010,DM_POP_TOT,poptot,population_estimate,9803294,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2011,DM_POP_TOT,poptot,population_estimate,9914904,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2012,DM_POP_TOT,poptot,population_estimate,10069771,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2013,DM_POP_TOT,poptot,population_estimate,10222362,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2014,DM_POP_TOT,poptot,population_estimate,10373235,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2015,DM_POP_TOT,poptot,population_estimate,10523242,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2016,DM_POP_TOT,poptot,population_estimate,10671457,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2017,DM_POP_TOT,poptot,population_estimate,10817754,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2018,DM_POP_TOT,poptot,population_estimate,10962362,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2019,DM_POP_TOT,poptot,population_estimate,11105163,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2020,DM_POP_TOT,poptot,population_estimate,11243848,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2021,DM_POP_TOT,poptot,population_estimate,11374586,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2022,DM_POP_TOT,poptot,population_estimate,11503606,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2023,DM_POP_TOT,poptot,population_estimate,11637398,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2010,DM_POP_U5,popu5,population_estimate,1236090,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2011,DM_POP_U5,popu5,population_estimate,1236630,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2012,DM_POP_U5,popu5,population_estimate,1243438,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2013,DM_POP_U5,popu5,population_estimate,1247245,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2014,DM_POP_U5,popu5,population_estimate,1249612,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2015,DM_POP_U5,popu5,population_estimate,1251527,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2016,DM_POP_U5,popu5,population_estimate,1251569,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2017,DM_POP_U5,popu5,population_estimate,1250862,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2018,DM_POP_U5,popu5,population_estimate,1251360,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2019,DM_POP_U5,popu5,population_estimate,1251418,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2020,DM_POP_U5,popu5,population_estimate,1249463,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2021,DM_POP_U5,popu5,population_estimate,1245428,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2022,DM_POP_U5,popu5,population_estimate,1240435,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Haiti,NATIONAL,2023,DM_POP_U5,popu5,population_estimate,1235553,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2010,DM_POP_TOT,poptot,population_estimate,41598567,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2011,DM_POP_TOT,poptot,population_estimate,42758461,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2012,DM_POP_TOT,poptot,population_estimate,43888303,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2013,DM_POP_TOT,poptot,population_estimate,44986791,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2014,DM_POP_TOT,poptot,population_estimate,46051440,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2015,DM_POP_TOT,poptot,population_estimate,47088526,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2016,DM_POP_TOT,poptot,population_estimate,48139687,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2017,DM_POP_TOT,poptot,population_estimate,49197766,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2018,DM_POP_TOT,poptot,population_estimate,50207107,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2019,DM_POP_TOT,poptot,population_estimate,51202827,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2020,DM_POP_TOT,poptot,population_estimate,52217334,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2021,DM_POP_TOT,poptot,population_estimate,53219166,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2022,DM_POP_TOT,poptot,population_estimate,54252461,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2023,DM_POP_TOT,poptot,population_estimate,55339003,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2010,DM_POP_U5,popu5,population_estimate,6946902,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2011,DM_POP_U5,popu5,population_estimate,7048213,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2012,DM_POP_U5,popu5,population_estimate,7098986,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2013,DM_POP_U5,popu5,population_estimate,7099355,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2014,DM_POP_U5,popu5,population_estimate,7063140,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2015,DM_POP_U5,popu5,population_estimate,7011239,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2016,DM_POP_U5,popu5,population_estimate,6970314,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2017,DM_POP_U5,popu5,population_estimate,6948728,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2018,DM_POP_U5,popu5,population_estimate,6936738,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2019,DM_POP_U5,popu5,population_estimate,6933900,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2020,DM_POP_U5,popu5,population_estimate,6938210,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2021,DM_POP_U5,popu5,population_estimate,6949494,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2022,DM_POP_U5,popu5,population_estimate,6981963,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Kenya,NATIONAL,2023,DM_POP_U5,popu5,population_estimate,7036696,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2010,DM_POP_TOT,poptot,population_estimate,5041288,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2011,DM_POP_TOT,poptot,population_estimate,5096020,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2012,DM_POP_TOT,poptot,population_estimate,5235742,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2013,DM_POP_TOT,poptot,population_estimate,5743436,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2014,DM_POP_TOT,poptot,population_estimate,6346990,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2015,DM_POP_TOT,poptot,population_estimate,6472469,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2016,DM_POP_TOT,poptot,population_estimate,6323060,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2017,DM_POP_TOT,poptot,population_estimate,6160128,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2018,DM_POP_TOT,poptot,population_estimate,5984119,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2019,DM_POP_TOT,poptot,population_estimate,5794594,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2020,DM_POP_TOT,poptot,population_estimate,5702398,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2021,DM_POP_TOT,poptot,population_estimate,5718122,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2022,DM_POP_TOT,poptot,population_estimate,5744489,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2023,DM_POP_TOT,poptot,population_estimate,5773493,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2010,DM_POP_U5,popu5,population_estimate,436208,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2011,DM_POP_U5,popu5,population_estimate,442404,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2012,DM_POP_U5,popu5,population_estimate,459182,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2013,DM_POP_U5,popu5,population_estimate,510386,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2014,DM_POP_U5,popu5,population_estimate,571269,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2015,DM_POP_U5,popu5,population_estimate,595673,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2016,DM_POP_U5,popu5,population_estimate,593460,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2017,DM_POP_U5,popu5,population_estimate,576721,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2018,DM_POP_U5,popu5,population_estimate,548838,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2019,DM_POP_U5,popu5,population_estimate,511914,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2020,DM_POP_U5,popu5,population_estimate,482265,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2021,DM_POP_U5,popu5,population_estimate,466644,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2022,DM_POP_U5,popu5,population_estimate,456425,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Lebanon,NATIONAL,2023,DM_POP_U5,popu5,population_estimate,451904,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2010,DM_POP_TOT,poptot,population_estimate,4058890,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2011,DM_POP_TOT,poptot,population_estimate,4221178,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2012,DM_POP_TOT,poptot,population_estimate,4373043,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2013,DM_POP_TOT,poptot,population_estimate,4470239,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2014,DM_POP_TOT,poptot,population_estimate,4564293,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2015,DM_POP_TOT,poptot,population_estimate,4659431,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2016,DM_POP_TOT,poptot,population_estimate,4755608,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2017,DM_POP_TOT,poptot,population_estimate,4848925,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2018,DM_POP_TOT,poptot,population_estimate,4944726,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2019,DM_POP_TOT,poptot,population_estimate,5043721,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2020,DM_POP_TOT,poptot,population_estimate,5149463,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2021,DM_POP_TOT,poptot,population_estimate,5259323,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2022,DM_POP_TOT,poptot,population_estimate,5373294,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2023,DM_POP_TOT,poptot,population_estimate,5493031,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2010,DM_POP_U5,popu5,population_estimate,683430,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2011,DM_POP_U5,popu5,population_estimate,697295,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2012,DM_POP_U5,popu5,population_estimate,710727,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2013,DM_POP_U5,popu5,population_estimate,721316,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2014,DM_POP_U5,popu5,population_estimate,729013,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2015,DM_POP_U5,popu5,population_estimate,734521,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2016,DM_POP_U5,popu5,population_estimate,739348,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2017,DM_POP_U5,popu5,population_estimate,741685,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2018,DM_POP_U5,popu5,population_estimate,743001,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2019,DM_POP_U5,popu5,population_estimate,746562,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2020,DM_POP_U5,popu5,population_estimate,751895,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2021,DM_POP_U5,popu5,population_estimate,758051,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2022,DM_POP_U5,popu5,population_estimate,764874,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Liberia,NATIONAL,2023,DM_POP_U5,popu5,population_estimate,772931,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2010,DM_POP_TOT,poptot,population_estimate,22183340,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2011,DM_POP_TOT,poptot,population_estimate,22822300,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2012,DM_POP_TOT,poptot,population_estimate,23462438,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2013,DM_POP_TOT,poptot,population_estimate,24109290,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2014,DM_POP_TOT,poptot,population_estimate,24764348,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2015,DM_POP_TOT,poptot,population_estimate,25426702,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2016,DM_POP_TOT,poptot,population_estimate,26099952,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2017,DM_POP_TOT,poptot,population_estimate,26788375,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2018,DM_POP_TOT,poptot,population_estimate,27494926,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2019,DM_POP_TOT,poptot,population_estimate,28219554,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2020,DM_POP_TOT,poptot,population_estimate,28953556,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2021,DM_POP_TOT,poptot,population_estimate,29691083,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2022,DM_POP_TOT,poptot,population_estimate,30437261,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2023,DM_POP_TOT,poptot,population_estimate,31195932,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2010,DM_POP_U5,popu5,population_estimate,3652169,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2011,DM_POP_U5,popu5,population_estimate,3726572,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2012,DM_POP_U5,popu5,population_estimate,3789221,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2013,DM_POP_U5,popu5,population_estimate,3843866,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2014,DM_POP_U5,popu5,population_estimate,3890889,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2015,DM_POP_U5,popu5,population_estimate,3933892,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2016,DM_POP_U5,popu5,population_estimate,3985928,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2017,DM_POP_U5,popu5,population_estimate,4053209,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2018,DM_POP_U5,popu5,population_estimate,4133151,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2019,DM_POP_U5,popu5,population_estimate,4224194,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2020,DM_POP_U5,popu5,population_estimate,4322681,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2021,DM_POP_U5,popu5,population_estimate,4420158,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2022,DM_POP_U5,popu5,population_estimate,4509734,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Madagascar,NATIONAL,2023,DM_POP_U5,popu5,population_estimate,4588132,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Malawi,NATIONAL,2010,DM_POP_TOT,poptot,population_estimate,14826463,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Malawi,NATIONAL,2011,DM_POP_TOT,poptot,population_estimate,15265022,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Malawi,NATIONAL,2012,DM_POP_TOT,poptot,population_estimate,15709577,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Malawi,NATIONAL,2013,DM_POP_TOT,poptot,population_estimate,16161816,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
Malawi,NATIONAL,2014,DM_POP_TOT,poptot,population_estimate,16621538,MICS,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",household
